Language_ID,Family,Latitude,Longitude,abs_latitude,n_total,n_v_final,n_v_initial,n_concepts,mean_final_cluster,dataset,is_unknown_or_isolate,passes_concept_threshold,has_family,has_abs_latitude,in_primary_sample,Macroarea,_macroarea_merge,macroarea_id_matched,has_macroarea,in_macroarea_sample,macroarea_exclusion_reason
IRON_OSSETIAN,Indo-European,43.0,44.0,43.0,48,7,8,40,1.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
IRULA,Dravidian,10.9,76.8,10.9,39,36,6,29,0.10256410256410256,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
IRUMU,Nuclear Trans New Guinea,-6.33,146.58,6.33,38,16,8,36,0.5789473684210527,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISABI,Nuclear Trans New Guinea,-5.82,145.5,5.82,80,74,29,76,0.075,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISAKA,Sko,-2.83,141.28,2.83,100,98,23,91,0.02,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISAMORONG_IVATAN,Austronesian,20.28,121.93,20.28,34,16,6,31,0.5294117647058824,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISANGU,Atlantic-Congo,-1.5,11.83,1.5,39,39,3,37,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISANZU,Atlantic-Congo,-4.0,34.85,4.0,40,40,6,40,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISCONAHUA,Pano-Tacanan,-7.83,-74.5,7.83,21,20,5,21,0.047619047619047616,ASJP,False,True,True,True,True,South America,both,True,True,True,included
ISEBE,Nuclear Trans New Guinea,-5.2,145.71,5.2,33,24,9,32,0.2727272727272727,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISEKIRI,Atlantic-Congo,5.84,5.58,5.84,57,56,36,52,0.017543859649122806,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISHEU,Atlantic-Congo,7.75,6.05,7.75,33,27,26,32,0.18181818181818182,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISHKASHIMI,Indo-European,36.67,71.55,36.67,159,47,18,92,1.0628930817610063,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ISHKOMAN_WAKHI,Indo-European,36.5,72.0,36.5,27,5,0,27,1.2222222222222223,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ISINAY,Austronesian,16.33,121.12,16.33,40,15,1,34,0.625,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISKUBUN,Austronesian,23.5,121.0,23.5,39,8,3,35,0.7948717948717948,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISLAND_CARIB,Arawakan,15.5,-61.5,15.5,39,39,22,39,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
ISNAG,Austronesian,18.25,121.0,18.25,41,19,12,40,0.5365853658536586,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISNEG,Austronesian,18.25,121.0,18.25,37,18,11,36,0.5135135135135135,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ISOKO,Atlantic-Congo,5.5,6.25,5.5,26,26,0,26,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISONGO,Atlantic-Congo,4.0,17.75,4.0,39,37,7,35,0.05128205128205128,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISTHMUS_ZAPOTEC,Otomanguean,16.42,-95.0,16.42,49,40,5,39,0.1836734693877551,ASJP,False,True,True,True,True,North America,both,True,True,True,included
ISTRIOT,Indo-European,45.09,13.64,45.09,13,9,2,12,0.3076923076923077,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
ISUKHA,Atlantic-Congo,0.25,27.83,0.25,35,35,6,34,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISU_A,Atlantic-Congo,6.63,9.99,6.63,74,47,6,66,0.36486486486486486,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISU_B,Atlantic-Congo,3.96,9.36,3.96,78,78,1,78,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ISU_MENCHUM,Atlantic-Congo,6.64,9.97,6.64,12,10,3,12,0.16666666666666666,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
ITALIAN,Indo-European,43.0,12.0,43.0,40,36,8,40,0.1,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ITALIAN_2,Indo-European,43.0,12.0,43.0,112,111,18,99,0.008928571428571428,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ITALIAN_GROSSETO_TUSCAN,Indo-European,43.0,12.0,43.0,41,41,7,40,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ITANGA_BOMITABA,Atlantic-Congo,1.67,17.5,1.67,35,31,9,35,0.11428571428571428,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ITAWIT,Austronesian,17.75,121.5,17.75,35,15,10,34,0.5714285714285714,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ITBAYATEN_BATANES_ISLANDS,Austronesian,20.33,121.83,20.33,36,0,6,36,1.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ITELMEN,Chukotko-Kamchatkan,57.0,157.5,57.0,91,5,15,84,1.3296703296703296,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
ITEN,Atlantic-Congo,9.73,8.63,9.73,36,19,25,35,0.4722222222222222,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ITERI,Left May,-4.17,141.5,4.17,27,21,9,27,0.2222222222222222,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ITIK_2,Tor-Orya,-2.17,139.33,2.17,51,30,12,36,0.45098039215686275,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ITNEG_BINONGAN,Austronesian,17.67,120.97,17.67,37,19,9,35,0.4864864864864865,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ITNEG_MOYADAN,Austronesian,17.42,120.7,17.42,38,18,11,35,0.5263157894736842,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ITONAMA,Itonama,-12.83,-64.33,12.83,45,45,3,39,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
ITOO,Atlantic-Congo,9.33,7.42,9.33,38,29,6,38,0.23684210526315788,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ITUMBUSO,Atlantic-Congo,5.5,7.83,5.5,38,15,5,38,0.6052631578947368,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
ITUTANG,Ramu,-4.67,144.92,4.67,98,91,57,94,0.07142857142857142,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
ITZAJ,Mayan,17.0,-89.83,17.0,129,3,24,99,0.9767441860465116,ASJP,False,True,True,True,True,North America,both,True,True,True,included
IVASAY_IVATAN,Austronesian,20.18,121.83,20.18,34,13,6,30,0.6176470588235294,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
IVATAN_BATANES_ISLANDS,Austronesian,20.33,121.83,20.33,36,0,7,36,1.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
IVORI,Angan,-7.42,145.67,7.42,39,27,8,39,0.3076923076923077,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
IWAIDJA,Iwaidjan Proper,-11.5,132.67,11.5,42,15,8,40,0.7619047619047619,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
IWAM,Sepik,-4.33,142.0,4.33,24,11,2,24,0.5416666666666666,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
IWAM_2,Sepik,-4.33,142.0,4.33,22,11,4,19,0.5,ASJP,False,False,True,True,False,Papunesia,both,True,True,False,fewer_than_20_concepts
IWAM_3,Sepik,-4.33,142.0,4.33,31,20,6,31,0.3548387096774194,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
IWAM_4,Sepik,-4.33,142.0,4.33,100,64,14,96,0.36,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
IWUM_WUUMBU_1,Atlantic-Congo,-3.67,15.33,3.67,39,20,5,35,0.5128205128205128,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IWUM_WUUMBU_2,Atlantic-Congo,-3.67,15.33,3.67,37,15,5,36,0.5945945945945946,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IXCATEC,Otomanguean,17.83,-97.17,17.83,41,41,7,37,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
IXIL_CHAJUL,Mayan,15.5,-91.0,15.5,98,6,27,98,0.9489795918367347,ASJP,False,True,True,True,True,North America,both,True,True,True,included
IXPANTEPEC_NIEVES_MIXTEC,Otomanguean,17.51,-98.05,17.51,16,16,2,16,0.0,ASJP,False,False,True,True,False,North America,both,True,True,False,fewer_than_20_concepts
IYAA,Atlantic-Congo,-3.5,13.2,3.5,35,33,2,35,0.05714285714285714,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IYINNO,Atlantic-Congo,7.75,6.05,7.75,34,26,26,32,0.23529411764705882,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IYIVE,Atlantic-Congo,6.5,9.53,6.5,30,16,7,30,0.5333333333333333,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IYO,Nuclear Trans New Guinea,-5.84,146.09,5.84,31,31,9,30,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
IYO_2,Nuclear Trans New Guinea,-5.83,146.08,5.83,35,35,8,35,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
IZENA_KUNIGAMI,Japonic,26.93,127.94,26.93,39,30,3,39,0.23076923076923078,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
IZERE,Atlantic-Congo,10.0,9.0,10.0,35,15,15,34,0.5714285714285714,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IZI,Atlantic-Congo,6.33,8.0,6.33,32,32,18,30,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IZON,Ijoid,4.92,5.67,4.92,31,28,16,30,0.0967741935483871,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IZON_2,Ijoid,5.0,5.7,5.0,43,40,18,36,0.06976744186046512,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IZON_3,Ijoid,5.0,5.7,5.0,54,48,16,52,0.1111111111111111,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
IZORA,Atlantic-Congo,10.42,8.75,10.42,39,39,17,39,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J13_NKORE_HIMA,Atlantic-Congo,-0.5,30.5,0.5,36,30,4,36,0.2777777777777778,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J15_GANDA,Atlantic-Congo,0.5,32.17,0.5,41,41,2,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J24_KEREBE,Atlantic-Congo,-2.0,33.58,2.0,43,43,7,37,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J31c_BUKUSU,Atlantic-Congo,0.75,34.67,0.75,56,48,0,37,0.14285714285714285,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J321_KISA,Atlantic-Congo,0.3,34.5,0.3,31,31,5,31,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J321_MARAMA,Atlantic-Congo,0.4,34.5,0.4,33,32,5,32,0.06060606060606061,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J42_NANDE,Atlantic-Congo,-0.08,29.17,0.08,36,36,7,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J52_HAVU_2,Atlantic-Congo,-2.08,28.75,2.08,42,42,5,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J531_TEMBO_2,Atlantic-Congo,-1.75,28.67,1.75,38,34,7,36,0.13157894736842105,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J53_SHI_2,Atlantic-Congo,-2.5,28.5,2.5,38,36,5,34,0.05263157894736842,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
J62_RUNDI,Atlantic-Congo,-3.5,30.0,3.5,36,33,3,36,0.1111111111111111,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JAAD_BADIARANKE,Atlantic-Congo,12.6,-13.74,12.6,54,43,7,51,0.24074074074074073,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JAAD_BADIARANKE_2,Atlantic-Congo,12.6,-13.74,12.6,67,41,4,64,0.4925373134328358,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JAAD_BADIARANKE_3,Atlantic-Congo,12.6,-13.74,12.6,71,40,3,66,0.5492957746478874,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JAAD_BADIARANKE_4,Atlantic-Congo,12.6,-13.74,12.6,132,72,10,74,0.5151515151515151,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JABEM,Austronesian,-6.58,147.78,6.58,37,16,7,37,0.5675675675675675,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JABRI_SANTALI,Austroasiatic,24.5,87.0,24.5,36,15,7,36,0.5833333333333334,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JABSCH,Bulaka River,-7.67,139.17,7.67,40,26,17,35,0.35,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JABUNG_LAMPUNG_API,Austronesian,-5.0,105.0,5.0,34,15,8,32,0.5588235294117647,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JABUTI,Nuclear-Macro-Je,-12.25,-62.25,12.25,44,44,5,40,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JACALTEC,Mayan,15.67,-91.67,15.67,97,13,16,96,0.865979381443299,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JACALTECO_WESTERN,Mayan,15.83,-91.83,15.83,101,7,17,96,0.9405940594059405,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JADGALI,Indo-European,26.96,63.53,26.96,94,49,7,94,0.5425531914893617,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAD_INDIA,Sino-Tibetan,30.24,79.15,30.24,28,19,2,28,0.32142857142857145,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAFI,Pauwasi,-3.42,140.92,3.42,34,20,8,34,0.4117647058823529,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JAHAI,Austroasiatic,5.75,101.5,5.75,36,0,7,36,1.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAH_HUT,Austroasiatic,3.67,102.28,3.67,35,0,4,35,1.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAINTIAPUR_WAR_JAINTIA,Austroasiatic,25.14,92.12,25.14,81,29,5,81,0.6419753086419753,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAIR_AWYU,Nuclear Trans New Guinea,-6.8,140.06,6.8,74,62,22,73,0.17567567567567569,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JAKAJ,Anim,-6.58,139.25,6.58,35,14,8,35,0.7714285714285715,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JAKALTEKO_EASTERN,Mayan,15.67,-91.67,15.67,48,6,10,40,0.875,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JAKATO,Afro-Asiatic,9.06,9.36,9.06,39,7,5,38,0.8205128205128205,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JAKUN,Austronesian,2.64,103.34,2.64,115,34,15,33,0.8869565217391304,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JALAA,Jalaa,9.59,11.59,9.59,50,27,1,41,0.48,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JALAPA_DE_DIAZ,Otomanguean,18.08,-96.5,18.08,46,46,1,38,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JALKOT_SHINA,Indo-European,36.0,74.0,36.0,20,10,2,17,0.55,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
JALLOZAI_PASHTO,Indo-European,33.92,71.82,33.92,35,25,2,35,0.2857142857142857,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JALONKE,Mande,12.0,-11.5,12.0,56,48,1,52,0.14285714285714285,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JALONKE_2,Mande,12.0,-11.5,12.0,70,56,1,65,0.2,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JALTEPEC_MIXE,Mixe-Zoque,17.5,-96.0,17.5,124,29,18,93,1.1048387096774193,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JAMAICAN_CREOLE,Indo-European,18.17,-77.25,18.17,36,13,1,36,0.7222222222222222,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JAMAMADI,Arawan,-7.5,-67.0,7.5,42,42,16,30,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JAMBI_MALAY,Austronesian,-1.67,103.0,1.67,40,16,3,39,0.6,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JAMILTEPEC_MIXTEC,Otomanguean,16.25,-97.83,16.25,19,15,3,17,0.21052631578947367,ASJP,False,False,True,True,False,North America,both,True,True,False,fewer_than_20_concepts
JAMMUN,Indo-European,34.33,73.2,34.33,32,19,4,30,0.53125,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAMRUD_AFRIDI_PASHTO,Indo-European,34.03,71.13,34.03,36,24,2,35,0.3611111111111111,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAMSAY,Dogon,14.5,-2.5,14.5,44,27,12,43,0.38636363636363635,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JAMSAY_2,Dogon,14.5,-2.5,14.5,96,79,19,84,0.17708333333333334,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JAMTLANDIC,Indo-European,63.0,14.67,63.0,41,12,5,40,0.8292682926829268,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JANGKANG,Austronesian,0.29,110.64,0.29,114,17,22,38,1.131578947368421,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JANGSHUNG,Sino-Tibetan,31.56,78.43,31.56,87,47,6,73,0.6091954022988506,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JANJERO,Ta-Ne-Omotic,7.83,37.33,7.83,43,41,15,39,0.046511627906976744,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JANJI,Atlantic-Congo,10.17,8.5,10.17,39,38,15,39,0.02564102564102564,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JAPANESE,Japonic,37.0,140.0,37.0,122,120,20,96,0.01639344262295082,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAPANESE_2,Japonic,37.0,140.0,37.0,49,49,11,39,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAPANESE_3,Japonic,37.0,140.0,37.0,107,107,19,99,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAPANESE_KYOTO,Japonic,35.0,135.8,35.0,40,39,6,40,0.025,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAPHUG,ISOLATE_OR_UNKNOWN__JAPHUG,32.1,102.36,32.1,41,31,2,40,0.24390243902439024,ASJP,True,True,True,True,True,,left_only,False,False,False,no_macroarea_match_by_Language_ID
JAPRERIA,Cariban,10.5,-73.0,10.5,22,22,8,22,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JAQARU,Aymaran,-13.0,-76.0,13.0,48,48,10,40,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JAQARU_2,Aymaran,-13.0,-76.0,13.0,41,41,9,37,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JARA,Afro-Asiatic,10.5,11.75,10.5,28,19,4,28,0.32142857142857145,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JARAI,Austronesian,14.0,107.92,14.0,24,13,6,23,0.4583333333333333,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JARAWA,Jarawa-Onge,12.0,92.58,12.0,44,32,23,34,0.2727272727272727,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JARAWARA,Arawan,-7.5,-65.5,7.5,59,59,23,39,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JARAWA_2,Atlantic-Congo,9.65,10.1,9.65,56,16,2,52,0.7142857142857143,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JARAWA_3,Atlantic-Congo,9.65,10.1,9.65,64,11,0,62,0.828125,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JARF,Indo-European,38.14,70.32,38.14,91,40,8,91,0.6923076923076923,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JARU,Pama-Nyungan,-18.75,128.0,18.75,32,20,0,30,0.375,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
JARU_2,Pama-Nyungan,-18.75,128.0,18.75,105,65,0,86,0.38095238095238093,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
JAUNSARI,Indo-European,31.25,77.03,31.25,22,7,6,22,0.7727272727272727,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JAWE,Austronesian,-20.58,164.67,20.58,43,26,0,34,0.3953488372093023,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JEBEL_NEFUSA,Afro-Asiatic,31.86,11.79,31.86,30,4,15,30,1.1,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JEBERO,Cahuapanan,-5.42,-76.5,5.42,39,17,5,39,0.5641025641025641,ASJP,False,True,True,True,True,South America,both,True,True,True,included
JEH,Austroasiatic,15.17,107.83,15.17,88,21,2,88,0.7840909090909091,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JEH_2,Austroasiatic,15.17,107.83,15.17,37,7,2,37,0.8108108108108109,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JEI,Yam,-7.92,140.92,7.92,77,40,11,76,0.4935064935064935,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JEISCH,Yam,-7.92,140.92,7.92,83,42,12,81,0.5060240963855421,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JEJARA_NAGA,Sino-Tibetan,26.2,95.16,26.2,63,63,2,62,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JEJUEO,Koreanic,33.38,126.55,33.38,166,116,14,98,0.30120481927710846,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JELIL_CHILAS_SHINA,Indo-European,36.0,74.0,36.0,20,11,2,18,0.5,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
JEMEZ,Kiowa-Tanoan,35.83,-107.0,35.83,45,42,7,40,0.06666666666666667,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JENJO,Atlantic-Congo,9.25,11.33,9.25,39,29,3,39,0.2564102564102564,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JERE,Atlantic-Congo,10.25,8.83,10.25,36,34,18,35,0.05555555555555555,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JERI_KUO,Mande,9.5,-5.67,9.5,32,26,2,31,0.1875,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JERUNG,Sino-Tibetan,27.2,86.3,27.2,56,32,7,40,0.4642857142857143,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JEWISH_BERBER,Bookkeeping,30.9,-7.95,30.9,1,1,0,1,0.0,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
JIAMAO,Tai-Kadai,18.64,109.77,18.64,13,4,1,12,0.6923076923076923,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
JIANCHUAN_BAI,Sino-Tibetan,26.54,99.91,26.54,40,40,3,39,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIANCHUAN_BAI_2,Sino-Tibetan,26.42,99.74,26.42,43,43,2,40,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIAOLI_SUI,Tai-Kadai,25.88,107.84,25.88,84,47,0,84,0.44047619047619047,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIARONG,Sino-Tibetan,31.5,102.0,31.5,36,22,1,36,0.3888888888888889,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIARONG_2,Sino-Tibetan,31.5,102.0,31.5,46,29,0,40,0.3695652173913043,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIBA,Atlantic-Congo,9.33,11.58,9.33,27,15,8,25,0.4444444444444444,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JIBU,Atlantic-Congo,7.42,11.0,7.42,43,18,11,39,0.7209302325581395,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JICALTEPEC_MIXTEC,Otomanguean,16.33,-98.0,16.33,34,34,5,29,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JICAQUE,Jicaquean,14.67,-87.0,14.67,113,43,9,95,0.7699115044247787,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JICARILLA,Athabaskan-Eyak-Tlingit,36.58,-104.0,36.58,35,17,3,35,0.5142857142857142,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JICARILLA_APACHE,Athabaskan-Eyak-Tlingit,36.58,-104.0,36.58,39,24,5,32,0.41025641025641024,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JIDDU,Afro-Asiatic,2.0,44.17,2.0,100,23,26,99,0.77,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JIJILI,Atlantic-Congo,9.38,6.87,9.38,39,39,25,39,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JILI,Atlantic-Congo,8.5,8.33,8.5,44,44,9,40,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JILIAPAN_PAME,Otomanguean,20.97,-99.33,20.97,44,30,2,40,0.36363636363636365,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JILIAPAN_PAME_2,Otomanguean,20.97,-99.33,20.97,48,39,1,48,0.22916666666666666,ASJP,False,True,True,True,True,North America,both,True,True,True,included
JILIM,Nuclear Trans New Guinea,-5.58,145.67,5.58,34,10,3,34,0.7058823529411765,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
JILU,Afro-Asiatic,36.0,41.0,36.0,34,29,11,29,0.14705882352941177,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JIMI,Afro-Asiatic,10.42,9.9,10.42,42,26,5,40,0.38095238095238093,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JIMI_CAMEROON,Afro-Asiatic,10.25,13.5,10.25,31,7,2,29,0.7741935483870968,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JINA,Afro-Asiatic,11.33,14.92,11.33,36,30,6,35,0.16666666666666666,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
JINCHANG_WHITE_LACHI,Tai-Kadai,22.75,104.67,22.75,34,25,7,33,0.3235294117647059,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINDING_BAI,Sino-Tibetan,26.45,99.41,26.45,37,36,3,37,0.02702702702702703,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINDUN_BAI,Sino-Tibetan,26.55,100.17,26.55,37,37,2,37,0.0,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINGCUN_BUNU,Hmong-Mien,23.73,108.0,23.73,41,25,3,39,0.3902439024390244,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
JINGHONG_TAI_LUE,Tai-Kadai,22.01,100.8,22.01,46,23,0,39,0.5,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
