Language_ID,Family,Latitude,Longitude,abs_latitude,n_total,n_v_final,n_v_initial,n_concepts,mean_final_cluster,dataset,is_unknown_or_isolate,passes_concept_threshold,has_family,has_abs_latitude,in_primary_sample,Macroarea,_macroarea_merge,macroarea_id_matched,has_macroarea,in_macroarea_sample,macroarea_exclusion_reason
MAUTUTU,Austronesian,-5.78,150.7,5.78,36,35,9,33,0.027777777777777776,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAWAK,Nuclear Trans New Guinea,-4.61,145.33,4.61,39,21,14,36,0.48717948717948717,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAWAN,Nuclear Trans New Guinea,-5.2,145.59,5.2,37,23,13,33,0.3783783783783784,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAWAYANA,Arawakan,1.0,-59.0,1.0,36,36,7,36,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAWA_CHAD,Afro-Asiatic,11.75,18.3,11.75,20,4,5,20,0.8,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAWCHI,Indo-European,21.33,73.67,21.33,12,9,6,9,0.25,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
MAWES,Mawes,-2.17,139.33,2.17,107,46,9,88,0.5700934579439252,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAWNG,Iwaidjan Proper,-11.92,133.5,11.92,40,15,6,40,0.8,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MAWO_QIANG,Sino-Tibetan,32.06,103.17,32.06,50,35,2,40,0.34,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MAXAKALI,Nuclear-Macro-Je,-18.0,-40.0,18.0,38,3,3,37,0.9210526315789473,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAXINERI,Arawakan,-10.67,-70.25,10.67,39,39,0,39,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MAXI_GBE,Atlantic-Congo,7.57,1.78,7.57,21,21,14,20,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAXI_GBE_2,Atlantic-Congo,8.13,2.14,8.13,68,67,40,52,0.014705882352941176,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAYAGUDUNA,Pama-Nyungan,-18.17,140.5,18.17,47,40,0,29,0.14893617021276595,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MAYANGNA,Misumalpan,14.13,-84.34,14.13,40,18,8,40,0.575,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAYA_SAMO,Mande,13.18,-2.73,13.18,73,72,9,25,0.0136986301369863,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAYA_YUCATAN,Mayan,20.0,-89.0,20.0,110,4,19,97,0.9636363636363636,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAYA_YUCATECA,Mayan,20.0,-89.0,20.0,73,3,14,40,1.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAYI_THAKURTI,Pama-Nyungan,-20.0,140.63,20.0,49,35,0,34,0.2857142857142857,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MAYI_YAPI,Pama-Nyungan,-19.25,140.61,19.25,53,37,0,34,0.3018867924528302,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MAYKULAN,Pama-Nyungan,-18.56,141.46,18.56,43,32,0,32,0.2558139534883721,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MAYMAY,Indo-European,38.24,71.02,38.24,91,35,9,91,0.7582417582417582,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MAYO,Uto-Aztecan,26.0,-108.0,26.0,110,84,16,95,0.23636363636363636,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAYOGO,Atlantic-Congo,3.17,28.17,3.17,44,44,15,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAYOGO_2,Atlantic-Congo,3.2,29.0,3.2,73,73,25,72,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAYOGO_3,Atlantic-Congo,3.2,29.0,3.2,76,76,5,73,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAYOGO_4,Atlantic-Congo,3.2,29.0,3.2,77,77,26,75,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAYOGO_5,Atlantic-Congo,3.2,29.0,3.2,77,77,24,75,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MAYO_LOS_CAPOMOS,Uto-Aztecan,26.0,-108.0,26.0,36,33,7,35,0.08333333333333333,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAYRINAX_ATAYAL,Austronesian,24.5,121.33,24.5,40,0,5,33,1.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MAZAHUA,Otomanguean,19.35,-99.9,19.35,76,76,3,35,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAZAHUA_CENTRAL,Otomanguean,19.42,-99.92,19.42,51,51,2,37,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAZANDERANI,Indo-European,36.5,52.0,36.5,24,13,7,19,0.4583333333333333,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
MAZATEC_CHIQUIHUITLAN,Otomanguean,17.75,-96.92,17.75,101,98,0,99,0.0297029702970297,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAZATLAN_DE_FLORES,Otomanguean,18.0,-96.92,18.0,33,33,0,31,0.0,ASJP,False,True,True,True,True,North America,both,True,True,True,included
MAZERA,Afro-Asiatic,11.14,15.04,11.14,9,4,0,9,0.5555555555555556,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
MAZHELONG_BAI,Sino-Tibetan,25.88,99.38,25.88,41,29,3,40,0.2926829268292683,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MAZOO,Atlantic-Congo,-3.0,18.0,3.0,32,30,3,28,0.0625,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MA_2,Atlantic-Congo,3.7,27.1,3.7,76,75,3,73,0.013157894736842105,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MA_MANDA,Nuclear Trans New Guinea,-6.32,146.76,6.32,28,11,1,27,0.6071428571428571,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MA_MANDA_2,Nuclear Trans New Guinea,-6.42,146.75,6.42,35,17,0,34,0.5142857142857142,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBA,Atlantic-Congo,1.0,25.0,1.0,38,38,3,38,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBABARAM,Pama-Nyungan,-17.17,145.0,17.17,32,12,9,32,0.625,ASJP,False,True,True,True,True,Australia,both,True,True,True,included
MBAELELEA,Austronesian,-8.42,160.67,8.42,35,35,11,34,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBAENGGUU,Austronesian,-8.42,160.75,8.42,36,36,11,34,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBAHAM,West Bomberai,-3.0,132.67,3.0,37,9,4,37,0.8108108108108109,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBALA,Atlantic-Congo,-5.0,18.0,5.0,38,35,7,33,0.07894736842105263,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBALANGWE,Atlantic-Congo,-17.75,24.92,17.75,37,37,2,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBALANHU,Atlantic-Congo,-17.5,15.0,17.5,35,35,9,35,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBALA_2,Atlantic-Congo,-5.0,18.0,5.0,26,13,3,20,0.5384615384615384,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBALA_3,Atlantic-Congo,-5.0,18.0,5.0,36,30,6,34,0.19444444444444445,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBALA_4,Atlantic-Congo,-5.0,18.0,5.0,38,34,10,34,0.10526315789473684,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBALA_5,Atlantic-Congo,-5.0,18.0,5.0,37,37,5,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBALA_6,Atlantic-Congo,-5.0,18.25,5.0,81,81,5,76,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBAMA,Atlantic-Congo,-2.7,13.65,2.7,86,84,10,82,0.023255813953488372,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBAMBA_1,Atlantic-Congo,-0.92,14.0,0.92,37,35,5,36,0.05405405405405406,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBAMBA_2,Atlantic-Congo,-0.92,14.0,0.92,36,35,4,36,0.027777777777777776,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBAMBA_LIWEME,Atlantic-Congo,-0.92,14.0,0.92,35,35,4,35,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBAMBA_SIBITI,Atlantic-Congo,-0.92,14.0,0.92,36,36,5,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBANGALA,Atlantic-Congo,-9.16,17.41,9.16,15,15,3,14,0.0,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
MBANGALA_2,Atlantic-Congo,-9.1,17.5,9.1,58,55,3,52,0.06896551724137931,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBANGWE,Atlantic-Congo,-2.5,13.58,2.5,34,34,3,32,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBANGWE_2,Atlantic-Congo,-2.1,13.65,2.1,52,52,9,50,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBANIATA,Touo,-8.67,157.5,8.67,40,40,13,33,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBANIATA_2,Touo,-8.67,157.5,8.67,105,105,42,79,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBANJA,Atlantic-Congo,2.7,20.0,2.7,91,88,1,68,0.03296703296703297,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBANUA,Austronesian,-10.78,165.87,10.78,86,80,11,85,0.08139534883720931,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBANYO,Austronesian,-10.78,165.87,10.78,86,78,14,85,0.09302325581395349,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBANZA,Atlantic-Congo,3.5,20.83,3.5,32,32,5,32,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBANZA_2,Atlantic-Congo,3.5,18.5,3.5,81,81,7,72,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBANZA_3,Atlantic-Congo,3.5,18.5,3.5,87,81,9,72,0.06896551724137931,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBANZA_BOMITABA,Atlantic-Congo,1.67,17.5,1.67,35,31,6,35,0.14285714285714285,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBARA,Afro-Asiatic,11.0,15.42,11.0,20,10,1,19,0.5,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
MBARA_2,Afro-Asiatic,11.0,15.42,11.0,46,22,0,40,0.5217391304347826,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBAREKE,Austronesian,-8.58,158.0,8.58,35,35,5,34,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBATO,Atlantic-Congo,5.34,-3.69,5.34,89,89,55,85,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBAY,Central Sudanic,8.25,17.5,8.25,30,19,2,28,0.43333333333333335,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBAY_2,Central Sudanic,8.25,17.5,8.25,78,56,8,76,0.28205128205128205,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBA_2,Atlantic-Congo,1.0,25.3,1.0,87,87,4,74,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBA_NDUNGA_LE,Atlantic-Congo,2.15,21.5,2.15,80,80,6,75,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBE,Atlantic-Congo,6.58,8.83,6.58,34,18,0,34,0.47058823529411764,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBEDAM,Afro-Asiatic,10.42,13.92,10.42,37,9,1,36,0.8378378378378378,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBEDE,Atlantic-Congo,-0.5,14.0,0.5,30,30,4,27,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBEDE_2,Atlantic-Congo,-0.5,14.0,0.5,35,35,5,35,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBELIME,Atlantic-Congo,10.5,0.92,10.5,44,43,9,34,0.022727272727272728,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBEMBE,Atlantic-Congo,6.08,8.42,6.08,30,21,20,30,0.3,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBERE,Atlantic-Congo,-0.45,14.45,0.45,57,55,8,52,0.03508771929824561,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBERE_2,Atlantic-Congo,6.67,19.8,6.67,91,91,40,70,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBESA,Atlantic-Congo,1.67,22.75,1.67,40,40,1,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBIRAO,Austronesian,-9.75,160.5,9.75,32,30,6,32,0.0625,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBO,Atlantic-Congo,5.15,9.9,5.15,53,34,15,50,0.3584905660377358,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOA,Atlantic-Congo,5.75,13.63,5.75,22,14,1,21,0.36363636363636365,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOANDEM,ISOLATE_OR_UNKNOWN__MBOANDEM,5.42,8.67,5.42,29,19,20,28,0.3448275862068966,ASJP,True,True,True,True,True,,left_only,False,False,False,no_macroarea_match_by_Language_ID
MBOEWE,Austronesian,-21.63,165.47,21.63,30,30,5,29,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBOI,Atlantic-Congo,9.92,12.58,9.92,25,23,5,25,0.08,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOMFOLI,Atlantic-Congo,-3.0,18.0,3.0,29,24,2,28,0.1724137931034483,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOMPIYA,Atlantic-Congo,-3.0,18.0,3.0,29,26,2,28,0.10344827586206896,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBONGNO,Atlantic-Congo,6.83,11.17,6.83,14,4,0,14,0.7142857142857143,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
MBOSHI,Atlantic-Congo,-1.33,15.58,1.33,40,40,7,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOSHI_BUNJI,Atlantic-Congo,-1.33,15.58,1.33,36,36,3,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOSHI_NGOLO,Atlantic-Congo,-1.33,15.58,1.33,37,37,6,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOSHI_OLEE,Atlantic-Congo,-1.33,15.58,1.33,38,38,11,36,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOSI,Atlantic-Congo,-1.2,15.5,1.2,81,81,7,76,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOUA_BOMITABA,Atlantic-Congo,1.67,17.5,1.67,32,28,7,32,0.125,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBOWE,Atlantic-Congo,-15.5,23.58,15.5,35,35,5,35,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBO_2,Atlantic-Congo,5.15,9.9,5.15,62,37,13,52,0.4032258064516129,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBO_DRC,Atlantic-Congo,1.11,28.01,1.11,85,85,28,84,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBRE,Atlantic-Congo,7.96,-5.3,7.96,35,34,0,34,0.02857142857142857,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBU,Atlantic-Congo,6.4,10.05,6.4,30,23,6,30,0.23333333333333334,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUGWE,Atlantic-Congo,-3.75,35.83,3.75,42,42,9,40,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUKO,Afro-Asiatic,10.77,14.17,10.77,47,17,4,40,0.7021276595744681,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUKO_2,Afro-Asiatic,10.77,14.16,10.77,9,2,1,9,0.7777777777777778,ASJP,False,False,True,True,False,Africa,both,True,True,False,fewer_than_20_concepts
MBUKUSHU,Atlantic-Congo,-18.0,22.83,18.0,37,37,11,34,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBULA_NIGERIA,Atlantic-Congo,9.58,12.25,9.58,31,27,0,31,0.12903225806451613,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBULA_PAPUA_NEW_GUINEA,Austronesian,-5.67,148.08,5.67,41,31,7,40,0.24390243902439024,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MBULE,Atlantic-Congo,4.38,11.0,4.38,39,18,11,38,0.7692307692307693,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUM,Atlantic-Congo,7.75,13.17,7.75,39,25,2,37,0.358974358974359,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUMBUU,Atlantic-Congo,-3.0,18.0,3.0,28,24,2,28,0.14285714285714285,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUMI,Atlantic-Congo,-15.5,23.58,15.5,33,33,9,33,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUNDA,Atlantic-Congo,-14.5,22.33,14.5,29,29,4,29,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUNDU,Atlantic-Congo,-8.9,15.1,8.9,40,40,11,40,0.0,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUNDU_2,Atlantic-Congo,-8.4,15.2,8.4,56,45,11,52,0.23214285714285715,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUNGA,Atlantic-Congo,-8.2,36.6,8.2,85,84,9,70,0.011764705882352941,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBURKU,Afro-Asiatic,10.92,9.83,10.92,34,24,0,32,0.29411764705882354,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBUUN,Atlantic-Congo,-5.17,19.33,5.17,37,13,5,32,0.8108108108108109,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MBYA,Tupian,-26.33,-55.0,26.33,37,36,14,37,0.02702702702702703,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MEADOW_MARI,Uralic,57.0,48.0,57.0,39,14,4,35,0.6923076923076923,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MEADOW_MARI_2,Uralic,57.0,48.0,57.0,107,34,12,99,0.7009345794392523,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MECHA_OROMO,Afro-Asiatic,8.73,35.0,8.73,43,33,14,39,0.2558139534883721,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MEDEBUR,Austronesian,-4.5,145.42,4.5,22,16,3,22,0.2727272727272727,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MEDNYJ_ALEUT,Eskimo-Aleut,54.66,167.78,54.66,7,5,4,7,0.2857142857142857,ASJP,False,False,True,True,False,Eurasia,both,True,True,False,fewer_than_20_concepts
MEDUMBA,Atlantic-Congo,5.08,10.5,5.08,38,16,0,37,0.5789473684210527,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MEEN,Surmic,5.0,37.0,5.0,45,22,10,39,0.5333333333333333,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MEGRA,Indo-European,59.99,-151.54,59.99,40,18,5,40,0.85,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MEHALAAN,Austronesian,-3.08,119.08,3.08,33,25,7,30,0.24242424242424243,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MEHEK,Sepik,-3.75,142.5,3.75,114,93,17,97,0.19298245614035087,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MEHINAKU,Arawakan,-12.5,-53.5,12.5,39,39,13,39,0.0,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MEHRI,Afro-Asiatic,17.0,51.5,17.0,53,13,4,40,0.8301886792452831,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MEHRI_2,Afro-Asiatic,17.0,51.5,17.0,41,2,0,40,1.1951219512195121,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MEIDOB_NUBIAN,Nubian,15.08,26.25,15.08,38,29,23,38,0.23684210526315788,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MEII2_UARIPI,Eleman,-7.92,145.75,7.92,39,39,17,38,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MEIN,Ijoid,4.92,5.67,4.92,41,36,19,39,0.12195121951219512,ASJP,False,True,True,True,True,Africa,both,True,True,True,included
MEITEI,Sino-Tibetan,24.75,94.0,24.75,40,23,11,40,0.425,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MEKENS,Tupian,-12.5,-61.5,12.5,33,19,11,32,0.42424242424242425,ASJP,False,True,True,True,True,South America,both,True,True,True,included
MEKEO,Austronesian,-8.33,146.5,8.33,34,34,16,34,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MEKMEK,Yuat,-4.42,143.75,4.42,34,11,5,32,0.6764705882352942,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MEKWEI_KENDATE,Nimboranic,-2.5,140.33,2.5,32,17,3,31,0.59375,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MEKWEI_MARIBU,Nimboranic,-2.5,140.33,2.5,36,10,5,35,0.8888888888888888,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MEKWEI_WABRON,Nimboranic,-2.5,140.33,2.5,45,20,2,37,0.7111111111111111,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MELAYU,Austronesian,3.09,101.7,3.09,40,20,5,34,0.5,ASJP,False,True,True,True,True,Eurasia,both,True,True,True,included
MELE,Austronesian,-17.63,168.25,17.63,38,38,9,38,0.0,ASJP,False,True,True,True,True,Papunesia,both,True,True,True,included
MELEKU_JAIKA,Chibchan,10.75,-84.75,10.75,42,30,5,39,0.2857142857142857,ASJP,False,True,True,True,True,North America,both,True,True,True,included
